City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
343,Santa Maria,-29.68,-53.81,64.4,93,40,4.7,BR,scattered clouds
344,Saint-Georges,12.06,-61.75,89.6,66,20,16.11,GD,few clouds
345,College Station,30.63,-96.33,95.0,59,1,16.11,US,clear sky
346,Faanui,-16.48,-151.75,76.33,80,29,21.65,PF,scattered clouds
347,Monticello,45.31,-93.79,73.4,73,90,9.35,US,overcast clouds
348,Acajutla,13.59,-89.83,79.0,94,40,3.36,SV,scattered clouds
349,Roura,4.73,-52.33,86.0,66,46,6.93,GF,thunderstorm
350,San Carlos De Bariloche,-41.15,-71.31,37.4,69,75,17.22,AR,broken clouds
351,Santa Elena,-2.23,-80.85,73.4,78,75,4.7,EC,broken clouds
352,Gat,31.61,34.76,84.0,32,0,4.0,IL,clear sky
353,Valparaiso,-33.04,-71.63,53.6,66,75,8.05,CL,broken clouds
354,Pingliang,35.54,106.69,67.93,87,16,5.84,CN,few clouds
355,Kizhinga,51.85,109.91,54.72,95,100,3.33,RU,overcast clouds
356,Chicama,-7.84,-79.15,73.69,53,17,10.94,PE,few clouds
357,Gouyave,12.16,-61.73,89.6,66,20,16.11,GD,few clouds
358,Berlevag,70.86,29.09,48.2,66,40,14.99,NO,scattered clouds
359,Albanel,48.88,-72.45,60.8,63,40,12.75,CA,scattered clouds
360,Kjollefjord,70.95,27.35,46.4,75,75,11.41,NO,broken clouds
361,Ati,13.22,18.34,83.73,65,55,7.83,TD,broken clouds
362,Kotli Loharan,32.59,74.49,82.4,83,0,4.52,PK,smoke
363,Krasnogorsk,55.82,37.32,63.0,72,91,8.95,RU,overcast clouds
364,Pereira Barreto,-20.64,-51.11,94.05,15,0,6.29,BR,clear sky
365,Itarema,-2.92,-39.92,85.82,53,2,21.34,BR,clear sky
366,Beohari,24.05,81.38,73.83,94,79,5.28,IN,broken clouds
367,Pacific Grove,36.62,-121.92,55.99,93,5,3.47,US,clear sky
368,Taft,31.75,54.21,86.0,13,0,1.81,IR,clear sky
369,Consolacion Del Sur,22.5,-83.51,87.89,71,48,13.06,CU,scattered clouds
370,Bilecik,40.0,30.17,84.2,25,0,9.17,TR,clear sky
371,Tiarei,-17.53,-149.33,71.6,83,20,4.7,PF,few clouds
372,Paoua,7.24,16.44,72.28,93,100,5.39,CF,moderate rain
373,Artemovsk,49.84,36.04,66.2,72,50,6.71,UA,scattered clouds
374,Hofn,64.25,-15.21,53.6,76,20,9.17,IS,few clouds
375,Pitkyaranta,61.57,31.48,56.53,72,94,4.83,RU,light rain
376,Bayburt,40.26,40.23,60.33,70,1,3.47,TR,clear sky
377,Mian Channun,30.44,72.35,89.46,51,45,2.46,PK,scattered clouds
378,Atar,20.52,-13.05,107.87,14,18,9.44,MR,few clouds
379,Esperance,-33.87,121.9,60.8,100,75,17.22,AU,broken clouds
380,Rio Claro,-22.41,-47.56,91.99,20,0,1.99,BR,clear sky
381,Lasa,46.62,10.7,57.2,100,90,3.36,IT,moderate rain
382,Ishigaki,24.34,124.16,83.59,85,99,13.78,JP,overcast clouds
383,Humberto De Campos,-2.6,-43.46,94.39,39,66,4.99,BR,broken clouds
384,Orlik,52.52,99.83,47.68,81,100,2.46,RU,overcast clouds
385,Mujiayingzi,42.12,118.78,59.29,90,87,1.5,CN,overcast clouds
386,Nome,64.5,-165.41,51.8,87,90,3.36,US,overcast clouds
387,Obo,5.4,26.49,72.39,94,84,2.35,CF,light rain
388,Son La,21.32,103.9,72.93,87,100,2.35,VN,overcast clouds
389,Bandar,2.05,99.75,75.65,83,89,2.33,ID,overcast clouds
390,Launceston,-41.45,147.17,48.2,76,60,13.87,AU,broken clouds
391,Pochutla,15.74,-96.47,77.0,69,90,5.03,MX,drizzle
392,Miri,4.41,114.01,80.6,88,40,3.36,MY,scattered clouds
393,Jumla,29.27,82.18,62.8,70,97,3.49,NP,overcast clouds
394,Saint-Augustin,51.23,-58.65,61.23,58,31,17.56,CA,scattered clouds
395,Englewood,39.65,-104.99,75.99,46,75,13.87,US,broken clouds
396,Evensk,61.95,159.23,44.67,81,66,8.57,RU,broken clouds
397,Sungaipenuh,-2.08,101.38,65.73,94,88,1.1,ID,overcast clouds
398,Coari,-4.08,-63.14,97.45,39,30,1.41,BR,scattered clouds
399,La Asuncion,11.03,-63.86,96.8,53,19,13.87,VE,few clouds
400,Kambia,9.12,-12.92,75.58,93,100,5.86,SL,moderate rain
401,Mongoumba,3.64,18.59,73.96,95,99,3.67,CF,light rain
402,Jevnaker,60.24,10.38,62.6,48,93,8.05,NO,overcast clouds
403,Airai,-8.93,125.41,54.91,76,16,3.96,TL,few clouds
404,Ciudad Bolivar,8.12,-63.55,88.29,64,49,8.23,VE,scattered clouds
405,Bourail,-21.57,165.48,66.56,87,96,7.0,NC,light rain
406,Eureka,40.8,-124.16,57.0,93,1,5.57,US,mist
407,Coahuayana,18.73,-103.68,68.0,82,90,1.05,MX,fog
408,Harper,4.38,-7.72,78.66,79,92,12.19,LR,overcast clouds
409,Moose Factory,51.26,-80.61,55.4,82,90,4.7,CA,overcast clouds
410,Boyuibe,-20.42,-63.28,87.37,30,1,9.51,BO,clear sky
411,Faya,18.39,42.45,75.2,69,20,6.93,SA,few clouds
412,Fethiye,36.62,29.12,82.4,74,0,8.05,TR,clear sky
413,Carmo Do Rio Claro,-20.97,-46.12,81.3,34,0,7.45,BR,clear sky
414,Adeje,28.12,-16.73,93.99,27,9,29.97,ES,clear sky
415,Babushkin,51.71,105.86,54.07,89,97,2.24,RU,overcast clouds
416,Mitsamiouli,-11.38,43.28,77.0,83,20,4.7,KM,few clouds
417,Seoul,37.57,126.98,80.6,88,90,1.83,KR,overcast clouds
418,Port-Gentil,-0.72,8.78,80.6,74,75,17.67,GA,broken clouds
419,Comodoro Rivadavia,-45.87,-67.5,44.6,45,40,23.04,AR,scattered clouds
420,Kismayo,-0.36,42.55,77.67,79,19,20.09,SO,few clouds
421,Betsiamites,48.94,-68.65,60.8,44,75,10.29,CA,broken clouds
422,Ushtobe,45.25,77.98,67.23,37,1,10.25,KZ,clear sky
423,Port Lincoln,-34.73,135.87,58.28,51,0,13.27,AU,clear sky
424,Kaeo,-35.1,173.78,44.01,3,8,6.64,NZ,clear sky
425,Ryotsu,38.08,138.43,78.8,94,75,1.12,JP,broken clouds
426,Rimbey,52.63,-114.24,60.8,55,40,16.11,CA,scattered clouds
427,Honiara,-9.43,159.95,75.2,94,75,2.24,SB,broken clouds
428,Nouadhibou,20.93,-17.03,84.2,70,0,9.17,MR,clear sky
429,Maridi,4.92,29.47,70.84,91,89,1.88,SS,moderate rain
430,San Matias,-16.37,-58.4,113.31,14,27,0.94,BO,scattered clouds
431,Amapa,1.0,-52.0,94.06,47,87,1.97,BR,overcast clouds
432,Atambua,-9.11,124.89,67.84,70,27,6.69,ID,scattered clouds
433,Nacala,-14.54,40.67,73.38,83,37,6.26,MZ,scattered clouds
434,Axim,4.87,-2.24,77.77,78,37,12.19,GH,scattered clouds
435,Cooma,-36.23,149.13,30.2,100,0,4.7,AU,clear sky
436,San Rafael Del Sur,11.85,-86.44,86.0,74,20,6.93,NI,few clouds
437,Kimbe,-5.55,150.14,74.03,86,100,3.74,PG,overcast clouds
438,Salalah,17.02,54.09,75.2,100,90,3.36,OM,light intensity drizzle
439,Takaka,-40.85,172.8,53.01,88,95,5.99,NZ,overcast clouds
440,Rafaela,-31.25,-61.49,75.0,42,100,1.01,AR,overcast clouds
441,Kysyl-Syr,63.9,122.76,49.59,49,95,2.86,RU,overcast clouds
442,San Pedro De Macoris,18.46,-69.3,89.6,74,40,8.05,DO,scattered clouds
443,Lisakovsk,52.54,62.49,71.89,55,61,7.36,KZ,broken clouds
444,Nanyang,32.99,112.53,72.37,80,0,3.56,CN,light rain
445,Atlantic City,39.36,-74.42,87.01,58,1,8.05,US,clear sky
446,Belyy Yar,53.6,91.39,59.0,87,100,2.24,RU,light rain
447,Xapuri,-10.65,-68.5,95.0,41,53,4.7,BR,broken clouds
448,Dolinsk,47.35,142.8,57.2,100,75,15.66,RU,light intensity shower rain
449,Stutterheim,-32.57,27.42,60.8,72,20,4.7,ZA,few clouds
450,Waipawa,-41.41,175.52,55.4,76,40,20.8,NZ,scattered clouds
451,Qingdao,36.1,120.37,75.99,94,72,2.24,CN,light rain
452,Richards Bay,-28.78,32.04,68.07,74,63,5.77,ZA,broken clouds
453,Meadow Lake,34.8,-106.54,84.2,23,1,4.7,US,clear sky
454,Mogadishu,2.04,45.34,77.58,81,10,15.93,SO,clear sky
455,Laguna,38.42,-121.42,72.0,60,5,4.7,US,clear sky
456,Isabela,6.71,121.97,78.89,81,98,1.57,PH,overcast clouds
457,Platanos,37.67,21.62,86.0,70,0,6.93,GR,clear sky
458,Denpasar,-8.65,115.22,78.8,100,20,16.11,ID,few clouds
459,Taal,13.9,120.93,86.0,74,97,6.93,PH,overcast clouds
460,Yurga,55.72,84.89,52.83,83,0,1.01,RU,clear sky
461,Marsh Harbour,26.54,-77.06,85.01,74,88,8.97,BS,overcast clouds
462,Scarborough,54.28,-0.4,52.0,93,100,10.0,GB,moderate rain
463,Batagay-Alyta,67.8,130.41,39.45,71,7,1.16,RU,clear sky
464,Kharp,66.8,65.81,52.86,84,100,8.19,RU,overcast clouds
465,Dukat,62.55,155.55,36.72,90,59,5.23,RU,broken clouds
466,Grootfontein,-19.57,18.12,74.26,25,65,10.92,NA,broken clouds
467,Vardo,70.37,31.11,50.0,66,75,10.29,NO,broken clouds
468,Washington,47.5,-120.5,69.01,45,0,4.0,US,clear sky
469,Tarko-Sale,64.92,77.78,58.14,60,56,4.68,RU,broken clouds
470,Urucui,-7.23,-44.56,98.47,22,46,6.87,BR,scattered clouds
471,Kloulklubed,7.04,134.26,77.0,88,75,9.17,PW,broken clouds
472,Jackson,42.42,-122.83,69.01,54,0,1.01,US,clear sky
473,Bang Saphan,11.21,99.51,77.5,84,100,4.99,TH,overcast clouds
474,Beringovskiy,63.05,179.32,49.35,86,90,9.62,RU,light rain
475,Yumen,40.28,97.2,60.96,43,100,10.58,CN,overcast clouds
476,Taoudenni,22.68,-3.98,112.64,6,0,13.76,ML,clear sky
477,Moussoro,13.64,16.49,88.11,56,46,8.9,TD,scattered clouds
478,Bontang,0.13,117.5,77.32,88,19,5.7,ID,few clouds
479,Kiunga,-6.12,141.29,71.73,97,98,4.18,PG,light rain
480,Vanavara,60.34,102.28,53.6,90,64,2.06,RU,broken clouds
481,Zakamensk,50.37,103.29,48.16,87,100,1.32,RU,overcast clouds
482,Guadalajara,20.67,-103.33,71.01,77,75,3.29,MX,broken clouds
483,Ende,-8.84,121.66,75.13,75,1,8.23,ID,clear sky
484,Yibin,28.77,104.62,77.88,89,54,3.58,CN,light rain
485,Sorland,67.67,12.69,51.8,66,75,4.7,NO,broken clouds
486,Goderich,43.75,-81.72,75.99,68,30,4.09,CA,scattered clouds
487,Arlit,18.74,7.39,95.43,26,61,8.01,NE,broken clouds
488,Chadiza,-14.07,32.44,74.71,33,55,4.16,ZM,broken clouds
489,Wukari,7.85,9.78,77.4,86,100,5.44,NG,overcast clouds
490,Xuddur,4.12,43.89,82.53,41,50,15.46,SO,scattered clouds
491,Katsuura,35.13,140.3,84.2,83,40,12.75,JP,scattered clouds
492,Praia Da Vitoria,38.73,-27.07,80.6,74,40,3.58,PT,scattered clouds
493,Leningradskiy,69.38,178.42,37.38,93,100,2.62,RU,overcast clouds
494,Ulagan,50.63,87.96,46.69,79,100,1.68,RU,overcast clouds
495,Lavumisa,-27.31,31.89,80.6,51,72,5.82,SZ,broken clouds
496,Tigzirt,36.89,4.12,85.96,42,0,8.34,DZ,clear sky
497,Ilinskaya,45.72,40.72,72.37,52,68,6.26,RU,broken clouds
498,Bandarban,22.2,92.23,84.2,94,75,11.41,BD,broken clouds
499,Nanortalik,60.14,-45.24,49.96,78,100,20.13,GL,moderate rain
500,Mizdah,31.45,12.98,90.45,19,0,7.23,LY,clear sky
501,Atyrau,47.12,51.88,80.6,22,90,4.47,KZ,overcast clouds
502,Puerto Carreno,6.19,-67.49,89.6,62,40,5.82,CO,scattered clouds
503,Alamosa,37.47,-105.87,62.6,55,75,4.7,US,broken clouds
504,Agadez,19.75,10.25,99.79,20,50,8.08,NE,scattered clouds
505,Riverton,40.52,-111.94,81.0,36,1,2.46,US,clear sky
506,Tres Arroyos,-38.37,-60.28,65.39,42,30,12.28,AR,scattered clouds
507,Warmbad,-28.45,18.73,52.97,48,0,18.95,NA,clear sky
508,Tshikapa,-6.42,20.8,82.8,51,1,3.15,CD,clear sky
509,Quimper,48.0,-4.1,62.6,72,75,19.46,FR,broken clouds
510,Aklavik,68.22,-135.01,44.6,75,40,4.7,CA,scattered clouds
511,Mabaruma,8.2,-59.78,89.08,58,64,6.53,GY,broken clouds
512,Rocha,-34.48,-54.33,65.07,81,99,6.64,UY,overcast clouds
513,Patacamaya,-17.23,-67.92,60.96,31,0,3.0,BO,clear sky
514,Deniliquin,-35.53,144.97,39.0,90,0,3.96,AU,clear sky
515,Hellvik,59.92,5.78,63.0,59,75,5.82,NO,broken clouds
516,Havoysund,71.0,24.66,46.4,65,40,14.99,NO,scattered clouds
517,Dormidontovka,47.77,134.91,58.77,87,100,15.12,RU,overcast clouds
518,Shenjiamen,29.96,122.3,79.38,89,92,6.87,CN,overcast clouds
519,Santa Marta,11.24,-74.2,89.6,75,20,6.93,CO,few clouds
520,Nalut,30.33,10.85,94.86,15,0,4.5,LY,clear sky
521,Zeya,53.75,127.27,47.64,69,7,4.97,RU,clear sky
522,Petropavlovsk-Kamchatskiy,53.05,158.65,48.2,100,75,7.05,RU,light intensity shower rain
523,Campbell River,50.02,-125.24,63.0,77,75,3.36,CA,broken clouds
524,Matagami,49.75,-77.63,53.6,71,90,6.06,CA,overcast clouds
525,Pandan,14.05,124.17,81.21,82,100,6.64,PH,overcast clouds
526,Kasongo-Lunda,-6.47,16.82,83.5,54,79,1.41,CD,light rain
527,Tessalit,20.2,1.01,99.36,22,31,7.38,ML,scattered clouds
528,Namatanai,-3.67,152.43,77.72,81,100,6.31,PG,overcast clouds
529,Fremont,37.55,-121.99,70.0,77,90,2.44,US,haze
530,Pisco,-13.7,-76.22,63.0,82,75,6.93,PE,broken clouds
531,Ostrovnoy,68.05,39.51,45.57,73,88,1.86,RU,overcast clouds
532,Sao Paulo De Olivenca,-3.38,-68.87,89.91,54,97,3.0,BR,overcast clouds
533,Vaitape,-16.52,-151.75,77.14,79,28,21.56,PF,scattered clouds
534,Fomboni,-12.28,43.74,77.27,70,82,7.47,KM,broken clouds
535,Sabang,5.89,95.32,83.93,72,100,6.6,ID,light rain
536,Panjab,34.39,67.02,55.83,40,1,5.39,AF,clear sky
537,Biltine,14.53,20.92,85.53,56,50,7.14,TD,scattered clouds
538,Lamont,35.26,-118.91,82.0,39,0,1.99,US,clear sky
539,Damghan,36.17,54.35,72.05,32,0,2.19,IR,clear sky
540,Ponta Do Sol,32.67,-17.1,82.4,54,20,26.4,PT,few clouds
541,Alofi,-19.06,-169.92,73.4,69,98,13.87,NU,overcast clouds
542,Huaraz,-9.53,-77.53,67.33,24,29,3.42,PE,scattered clouds
543,Kousseri,12.08,15.03,79.32,82,100,10.29,CM,overcast clouds
544,Shubarshi,48.59,57.19,80.38,21,83,7.72,KZ,broken clouds
545,Ribas Do Rio Pardo,-20.44,-53.76,97.86,9,0,8.28,BR,clear sky
546,Kununurra,-15.77,128.73,78.8,22,0,10.29,AU,clear sky
547,Ibipeba,-11.64,-42.01,86.45,25,3,7.78,BR,clear sky
548,Porto Novo,6.5,2.6,80.6,83,40,16.11,BJ,scattered clouds
549,Abengourou,6.73,-3.5,80.01,74,99,5.99,CI,light rain
550,Mirabad,30.44,61.84,78.98,19,0,12.48,AF,clear sky
551,Sambava,-14.27,50.17,72.5,77,5,13.73,MG,clear sky
552,Kwinana,-32.25,115.77,59.0,71,40,14.99,AU,scattered clouds
553,Luganville,-15.53,167.17,77.14,87,91,12.26,VU,moderate rain
554,Faizpur,21.17,75.85,75.29,93,100,11.18,IN,overcast clouds
555,Batie,9.88,-2.92,79.41,76,94,7.99,BF,overcast clouds
556,Teya,60.38,92.63,50.74,90,17,2.93,RU,few clouds
557,Wajir,1.75,40.06,89.6,35,15,4.7,KE,few clouds
558,Hay River,60.82,-115.8,53.6,93,75,2.24,CA,broken clouds
559,Manakara,-22.13,48.02,69.82,85,0,8.37,MG,clear sky
560,Baykit,61.67,96.37,51.76,86,18,1.54,RU,few clouds
561,Bonavista,48.65,-53.11,66.0,60,27,15.99,CA,scattered clouds
562,Oranjemund,-28.55,16.43,56.05,76,0,12.48,NA,clear sky
563,Baker City,44.77,-117.83,63.0,47,1,3.36,US,clear sky
564,Kieta,-6.22,155.63,78.33,73,100,1.54,PG,overcast clouds
565,Ayagoz,47.97,80.44,57.79,66,1,7.49,KZ,clear sky
566,Havelock,34.88,-76.9,91.99,62,75,8.05,US,broken clouds
567,Kulpahar,25.32,79.65,81.28,84,30,7.96,IN,scattered clouds
568,Otradnoye,59.78,30.82,59.0,99,97,3.83,RU,overcast clouds
569,Mahuva,21.09,71.76,80.31,88,100,12.57,IN,overcast clouds
570,Banikoara,11.3,2.44,76.39,92,100,4.34,BJ,moderate rain
571,Barra Patuca,15.8,-84.28,87.53,66,98,11.5,HN,overcast clouds
572,Mehamn,71.04,27.85,46.4,75,75,11.41,NO,broken clouds
573,Weinheim,49.55,8.67,68.0,60,75,8.05,DE,broken clouds
574,Qingyuan,23.7,113.03,87.01,62,20,4.47,CN,few clouds
575,Rathenow,52.61,12.34,71.01,55,100,1.01,DE,overcast clouds
576,Manjeshwar,12.72,74.89,80.6,83,40,3.0,IN,scattered clouds
577,Port Augusta,-32.5,137.77,46.99,75,0,5.82,AU,clear sky
578,Whitehorse,60.72,-135.05,44.6,93,90,4.7,CA,light rain
579,Zhigansk,66.77,123.37,51.57,67,92,5.35,RU,overcast clouds
580,Bama,11.52,13.69,78.4,82,100,7.47,NG,moderate rain
581,Kabo,7.7,18.63,74.52,94,100,2.84,CF,overcast clouds
582,Saint-Francois,46.42,3.91,66.99,72,89,9.17,FR,overcast clouds
583,Rio Grande,-32.03,-52.1,66.2,82,75,2.24,BR,broken clouds
584,Bismarck,46.81,-100.78,68.0,64,1,19.46,US,clear sky
585,Sanski Most,44.77,16.67,84.2,54,41,2.51,BA,scattered clouds
586,Noyabrsk,63.2,75.45,57.18,87,85,8.99,RU,overcast clouds
587,Simoes,-7.6,-40.82,93.88,21,91,8.48,BR,overcast clouds
588,Chanika,-5.42,38.02,69.08,72,75,9.48,TZ,broken clouds
589,Sao Jose Da Coroa Grande,-8.9,-35.15,80.65,66,79,7.25,BR,broken clouds
590,Egersund,58.45,6.0,60.01,85,83,3.15,NO,broken clouds
591,Hall,34.32,-83.78,89.01,69,75,6.93,US,broken clouds
592,Sao Felix Do Xingu,-6.64,-51.99,98.92,24,41,1.9,BR,scattered clouds
593,Xanxere,-26.88,-52.4,86.0,45,0,13.87,BR,clear sky
594,Salitral,-4.86,-80.68,83.97,36,0,7.07,PE,clear sky
595,Caravelas,-17.71,-39.25,78.13,59,1,7.31,BR,clear sky
596,Flin Flon,54.77,-101.86,60.8,72,75,9.17,CA,broken clouds
597,Ayr,55.46,-4.63,61.0,55,40,10.29,GB,scattered clouds
598,Aykhal,66.0,111.5,46.22,59,87,5.73,RU,overcast clouds
599,Erice,38.04,12.59,86.0,74,0,8.05,IT,clear sky
600,Priiskovyy,51.93,116.63,51.51,71,100,4.92,RU,overcast clouds
601,Terra Santa,-2.1,-56.49,96.24,39,97,1.07,BR,overcast clouds
602,Port Hardy,50.7,-127.42,57.2,93,90,4.7,CA,light rain
603,Hirara,24.8,125.28,83.03,83,99,6.53,JP,overcast clouds
604,Bendigo,-36.77,144.28,37.99,51,0,1.77,AU,clear sky
605,Bubaque,11.28,-15.83,81.12,77,100,17.02,GW,light rain
606,Jalingo,8.88,11.37,76.77,88,92,5.03,NG,overcast clouds
607,Shimoda,34.67,138.95,73.99,93,0,1.01,JP,clear sky
608,Chipinge,-20.19,32.62,69.1,41,12,6.35,ZW,few clouds
609,Xining,36.62,101.77,60.66,67,84,2.95,CN,broken clouds
610,Manga,11.66,-1.07,80.11,81,61,10.69,BF,light rain
611,Lamu,-2.27,40.9,76.3,82,8,16.64,KE,clear sky
612,Puerto Del Rosario,28.5,-13.86,78.8,74,0,20.8,ES,clear sky
613,Monte Patria,-30.69,-70.95,66.22,28,21,6.71,CL,few clouds
614,Humaita,-7.51,-63.02,103.89,29,67,3.22,BR,broken clouds
615,Itupeva,-23.15,-47.06,84.2,28,0,8.05,BR,clear sky
616,Chunskiy,56.08,99.63,52.54,83,81,0.72,RU,broken clouds
617,Deputatskiy,69.3,139.9,31.3,99,78,1.86,RU,broken clouds
618,Houston,29.76,-95.36,95.0,63,20,14.99,US,few clouds
619,Hope,33.67,-93.59,82.0,64,70,5.01,US,broken clouds
620,Kilosa,-6.83,36.98,77.41,46,42,3.96,TZ,scattered clouds
621,Maldonado,-34.67,-54.92,64.0,88,90,3.36,UY,overcast clouds
622,Monteagudo,-19.82,-63.98,90.18,24,31,7.74,BO,scattered clouds
623,Nong Khai,17.88,102.74,78.76,87,100,1.36,TH,overcast clouds
624,Yaan,7.38,8.57,76.41,89,94,6.58,NG,light rain
625,Bonfim,3.08,-59.95,91.36,49,61,3.44,BR,broken clouds
626,Aleppo,36.25,37.5,87.51,21,0,8.16,SY,clear sky
627,Kavaratti,10.57,72.64,82.4,78,88,9.04,IN,overcast clouds
628,Navan,53.65,-6.68,59.0,67,75,17.22,IE,broken clouds
629,Eyl,7.98,49.82,77.5,75,23,24.79,SO,few clouds
630,Puerto Leguizamo,-0.19,-74.78,92.37,48,57,2.1,CO,broken clouds
631,Butte,39.65,-121.57,79.0,50,1,8.05,US,clear sky
632,Dax,43.75,-1.17,68.0,93,100,5.82,FR,overcast clouds
633,Gamba,-2.65,10.0,74.79,86,100,10.36,GA,overcast clouds
634,Centralia,46.72,-122.95,62.01,100,90,2.28,US,overcast clouds
635,Polignano A Mare,41.0,17.22,87.01,46,0,8.01,IT,clear sky
636,Sapa,5.15,120.32,82.44,74,76,3.96,PH,broken clouds
637,Subate,56.01,25.91,55.8,72,9,3.38,LV,clear sky
638,Salinopolis,-0.61,-47.36,84.06,74,45,13.53,BR,scattered clouds
639,Daud Khel,32.88,71.57,91.11,52,15,1.05,PK,few clouds
640,Yeppoon,-23.13,150.73,59.0,67,0,8.05,AU,clear sky
641,Oksfjord,70.24,22.35,50.0,61,92,11.41,NO,overcast clouds
642,Payo,-3.75,103.64,74.05,82,57,3.11,ID,broken clouds
643,Imeni Poliny Osipenko,52.42,136.49,46.85,90,0,4.18,RU,clear sky
644,Kemin,42.78,75.69,58.93,48,0,5.01,KG,clear sky
645,Atbasar,51.8,68.33,66.61,55,38,1.5,KZ,scattered clouds
646,Reims,49.17,4.08,69.8,43,64,12.75,FR,broken clouds
647,Vilhena,-12.74,-60.15,96.89,21,68,2.8,BR,broken clouds
648,Griffith,41.53,-87.42,90.0,58,90,10.29,US,overcast clouds
649,Maragogi,-9.01,-35.22,80.13,68,78,7.18,BR,broken clouds
650,Clonakilty,51.62,-8.87,61.0,59,40,18.34,IE,scattered clouds
651,Mathathane,-22.27,28.75,81.82,21,0,11.5,BW,clear sky
652,Loandjili,-4.76,11.86,74.35,85,59,11.81,CG,broken clouds
653,Cayenne,4.93,-52.33,86.0,66,54,6.93,GF,thunderstorm
654,Badiraguato,25.37,-107.52,90.0,76,85,3.0,MX,overcast clouds
655,Mwene-Ditu,-7.0,23.45,80.85,48,59,2.95,CD,broken clouds
656,Linxia,35.6,103.21,63.95,82,18,0.43,CN,few clouds
657,Guiberoua,6.24,-6.17,78.73,84,99,5.01,CI,light rain
658,Necochea,-38.55,-58.74,66.0,49,0,13.0,AR,clear sky
659,Odweyne,9.41,45.06,82.92,41,65,17.69,SO,broken clouds
660,Jilin,43.0,126.0,68.23,96,100,1.41,CN,overcast clouds
661,Yabelo,4.88,38.08,69.49,53,85,9.6,ET,overcast clouds
662,Altay,47.87,88.12,54.14,61,44,2.84,CN,scattered clouds
663,Bereslavka,48.63,44.04,69.8,64,100,8.95,RU,overcast clouds
664,Grindavik,63.84,-22.43,51.8,81,75,20.8,IS,broken clouds
665,Krasnyy Chikoy,50.36,108.75,54.52,89,87,2.37,RU,overcast clouds
666,Glenwood Springs,39.55,-107.32,75.0,38,90,2.42,US,overcast clouds
667,Wajima,37.4,136.9,82.04,81,1,4.79,JP,clear sky
668,Green River,41.53,-109.47,66.2,42,1,14.99,US,clear sky
669,Hong Gai,20.96,107.09,86.0,84,98,4.7,VN,light rain
670,Matamba,-8.98,33.97,59.95,60,81,4.12,TZ,broken clouds
671,Hit,33.64,42.83,90.05,16,0,4.0,IQ,clear sky
672,Kinsale,51.71,-8.53,61.0,59,40,18.34,IE,scattered clouds
673,Sijunjung,-0.69,100.95,74.97,82,67,1.32,ID,broken clouds
674,Champerico,14.3,-91.92,82.4,74,40,6.93,GT,scattered clouds
675,Kholodnyy,62.72,147.95,32.2,96,91,3.4,RU,overcast clouds
676,Manado,1.49,124.85,75.2,94,20,3.31,ID,few clouds
677,Salinas,36.68,-121.66,60.8,87,90,6.93,US,mist
678,Vilyuysk,63.76,121.62,50.29,47,89,4.25,RU,overcast clouds
679,Kahului,20.89,-156.47,77.0,69,20,8.05,US,few clouds
680,Polyarnyy,69.2,33.45,51.8,62,84,2.24,RU,broken clouds
681,Mount Gambier,-37.83,140.77,42.8,93,18,8.05,AU,few clouds
682,Tongren,27.72,109.19,74.97,70,0,0.85,CN,light rain
683,Vysokogornyy,50.12,139.15,48.06,95,90,3.38,RU,overcast clouds
684,Abnub,27.27,31.15,91.4,29,0,16.11,EG,clear sky
685,La Macarena,2.18,-73.78,85.21,68,9,4.85,CO,clear sky
686,Raga,8.46,25.68,74.14,84,94,1.97,SS,light rain
687,Vitim,59.45,112.56,60.62,64,100,3.49,RU,overcast clouds
